judul,asal,person,sentence
Putri Mambang Linau,Riau,Enok,"Baru kali ini aku melihat wanita secantik ini,” gumam Enok dalam hati"
Putri Mambang Linau,Riau,Bujang Enok,"Tak lama kemudian, para gadis itu keluar dari rumah Bujang Enok dan berjalan ke arah lubuk hulu sungai"
Putri Mambang Linau,Riau,ah,"Dengan langkah diam dan hati-hati, pemuda yang sedang penasaran itu mengikuti para gadis hingg ke pinggir sungai"
Putri Mambang Linau,Riau,Bujang Enok,"Dari balik semak-semak, Bujang Enok dapat menyaksikan dengan jelas ketujuh gadis itu sedang mandi"
Putri Mambang Linau,Riau,ah,Mereka meletakkan selendangnya pada sebuah ranting pohon
Putri Mambang Linau,Riau,Bujang Enok,"Lalu, dari balik semak-semak itu, Bujang Enok mengambil selendang berwarna jingga"
Putri Mambang Linau,Riau,ah,"Setelah berhasil mendapatkannya, ia menyembunyikan selendang di dalam bajunya"
Putri Mambang Linau,Riau,Bujang Enok,"Sementara itu, Bujang Enok merasa tercengang atas kejadian yang baru saja ia lihat"
Putri Mambang Linau,Riau,Bujang Enok,"Setelah itu, Bujang Enok keluar dari persembunyian dan menghampiri gadis yang sedang bersedih"
Putri Mambang Linau,Riau,Bujang Enok,"“Kenapa kau menangis duhai gadis cantik?” tanya Bujang Enok, meski ia tahu alasannya"
Putri Mambang Linau,Riau,Enok,"“Saya tahu di mana selendang itu,” ucap Enok"
Putri Mambang Linau,Riau,ah,"“Syarat apakah itu, Tuan?” ucap gadis itu kecewa"
Putri Mambang Linau,Riau,ah,“Kau harus menikah denganku
Putri Mambang Linau,Riau,Bujang Enok,"Kalau syarat itu kau penuhi, akan kukembalikan selendangmu,” ucap Bujang Enok"
Putri Mambang Linau,Riau,ah,"“Baiklah, saya akan menikah dengan, Tuah"
Putri Mambang Linau,Riau,Bujang Enok,"“Baiklah, aku akan terus mengingat syarat darimu,” ucap Bujang Enok"
Putri Mambang Linau,Riau,ah,"Sebelum melaksanakan pernikahan, mereka saling berkenalan"
Putri Mambang Linau,Riau,Bujang Enok,“Namaku Bujang Enok
Putri Mambang Linau,Riau,Mambang Linau,"“Nama saya Mambang Linau, Tuan"
Putri Mambang Linau,Riau,ah,"Saya tinggal di khayangan,” ucap gadis itu, Tak lama kemudian, mereka pun menikah dan menjalani bahtera rumah tangga dengan penuh cinta kasih"
Putri Mambang Linau,Riau,ah,"Meski awalnya tak saling kenal, mereka hidup bahagia dan rukun"
Putri Mambang Linau,Riau,Mambang Linau,"Sejak menikah dengan Mambang Linau, Bujang Enok semakin dikenal dengan sifat pemurahnya"
Putri Mambang Linau,Riau,Raja,Kemurahan hatinya pun terdengar hingga telinga sang Raja yang berkuasa di negeri itu
Putri Mambang Linau,Riau,Bujang Enok,Sang Raja lalu mengundang Bujang Enok ke istana
Putri Mambang Linau,Riau,Bujang Enok,"Keesokan harinya, Bujang Enok datang menghadap sang Raja"
Putri Mambang Linau,Riau,Baginda,"“Baginda, kalau boleh tahu, ada apa Baginda memanggil rakyat kecil seperti hamba ini ke istana? Apakah hamba berbuat kesalahan?” tanyanya khawatir"
Putri Mambang Linau,Riau,ah,"“Tidak, kamu tak berbuat kesalahan"
Putri Mambang Linau,Riau,ah,Aku mendengar kalau kau punya sifat yang murah hati
Putri Mambang Linau,Riau,Raja,Apakah kamu bersedia?” tanya sang Raja
Putri Mambang Linau,Riau,Bujak Enok,Bujak Enok sangat terkejut
Putri Mambang Linau,Riau,Baginda,"“Ampun, Baginda"
Putri Mambang Linau,Riau,Bujang Enok,"Jika itu memang kehendak Baginda, dengan senang hati hamba bersedia menjadi Batin,” ucap Bujang Enok sambil memberi hormat"
Putri Mambang Linau,Riau,Bujang Enok,"Semenjak menjadi Batin, Bujang Enok menjadi salah satu orang kepercayaan sang Raja"
Putri Mambang Linau,Riau,Raja,"Tiap ada pesta di istana, sang Raja pun memintanya turut hadir"
Putri Mambang Linau,Riau,Raja,"Pada suatu hari, Raja mengadakan pesta besar di istana"
Putri Mambang Linau,Riau,Raja,"Pesta itu dimeriahkan oleh tarian dari para dayang, istri pembesar istana serta istri kepercayaan Raja"
Putri Mambang Linau,Riau,Putri Mambang Linau,"Itu berarti, seharusnya Putri Mambang Linau juga turut menari"
Putri Mambang Linau,Riau,Sang,Sang Putri mengalami pergolakan batin
Putri Mambang Linau,Riau,Putri Mambang Linau,"Bagaimana ini?” Baru saja selesai bergumam, namanya pun dipanggil, “Kami persilakan Putri Mambang Linau, istri dari Kepala Kampung Petalangan, untuk menari di panggung"
Putri Mambang Linau,Riau,Puti Mambang Linau,"” Mendengar namanya dipanggi, hati Puti Mambang Linau semakin berdebar"
Putri Mambang Linau,Riau,ah,Ia tak tahu harus berbuat apa
Putri Mambang Linau,Riau,Bujang Enok,"Mengetahui sang istri panik, Bujang Enok pun memegang tangannya dan berkata,”Istriku, kakanda sangat menjujung tinggi titah Raja"
Putri Mambang Linau,Riau,Putri Mambang Linau,"” Mendengar bisikan suaminya, Putri Mambang Linau pun berkata,”Baiklah, aku akan menari, demi menjujung tinggi titah Raja"
Putri Mambang Linau,Riau,Raja,"Sebelum memulai tarian, sang Putri melakukan gerakan persembahan untuk menjaga kesopanan dalam istana dan untuk menghormati sang Raja"
Putri Mambang Linau,Riau,ah,"Lalu, perlahan-lahan kakinya diangkat seperti tak berpijak di bumi"
Putri Mambang Linau,Riau,Putri Mambang Linau,"Tiba-tiba saja, Putri Mambang Linau melayang dan membubung tinggi ke angkasa menuju khayangan"
Putri Mambang Linau,Riau,Putri Mambang Linau,"Sejak saat itu, Putri Mambang Linau tak kembali lagi ke bumi"
Putri Mambang Linau,Riau,Bujang Enok,Betapa besar pengorbanan Bujang Enok untuk menghormati perintah sang Raja
Putri Mambang Linau,Riau,Putri Mambang Linau,"Mengetahui alasan di balik kepergian Putri Mambang Linau, sang Raja pun menganugerahkan sebuah kehormatan pada Bujang Enok"
Putri Mambang Linau,Riau,Bujang Enok,"Dari peristiwa tersebut, lahirlah sebuah pantun ratapan Bujang Enok yang bebunyi, “Ambillah seulas si buah limau"
Putri Mambang Linau,Riau,Mambang Linau,"Sudahlah pergi si Mambang Linau, hamba sendiri menjujung duli"
Putri Mambang Linau,Riau,ah,"” Untuk mengenang jasa sang Putri, setiap tahun istana mengadakan acara tari persembahan"
Putri Mambang Linau,Riau,Putri Mambang Limau,Tarian itu mengisahkan tentang asmara Putri Mambang Limau dan Bujang Enok sejak pertama bertemu hingga berpisah
Si Jangoi,Riau,Panglima Kawal,Panglima ini dikenal sebagai Panglima Kawal
Si Jangoi,Riau,Panglima Kawal,"Nama Panglima Kawal tak hanya masyhur di Negeri Riau, tapi juga wilayah-wilayah luar negeri tersebut"
Si Jangoi,Riau,si Jangoi,"Namun, ternyata ketakutan itu tak dirasakan oleh si Jangoi"
Si Jangoi,Riau,Panglima Kawal,Reputasi si Jangoi sendiri tidak kalah populer dengan Panglima Kawal
Si Jangoi,Riau,si Jangoi,Kedatangan rombongan perampok yang dipimpin si Jangoi disambut oleh beberapa hulubalang Negeri Riau
Si Jangoi,Riau,Tu,"“Mohon maaf, Tuan"
Si Jangoi,Riau,Tu,"Kalau boleh kami tahu, siapakah Tuan ini dan apa maksud kedatangan Tuan ke Negeri Riau?” tanya salah satu hulubalang"
Si Jangoi,Riau,si Jangoi,“Aku adalah Jangoi!” jawab si Jangoi dengan lantang di atas geladak kapalnya
Si Jangoi,Riau,si Jangoi,Niscaya mereka akan aku ampuni dan nyawa mereka akan selamat!” ujar si Jangoi
Si Jangoi,Riau,si Jangoi,Para hulubalang yang menyaksikan keangkuhan si Jangoi sebenarnya sudah merasa muak
Si Jangoi,Riau,si Jangoi,Salah satu hulubalang kemudian meminta si Jangoi untuk menunggu di kapalnya
Si Jangoi,Riau,Panglima Kawal,"Sementara itu, para hulubalang akan mengutus seseorang untuk menyampaikan kedatangan si Jangoi kepada Panglima Kawal"
Si Jangoi,Riau,si Jangoi,"Mendengar penjelasan itu, si Jangoi hanya menjawab, “Aku tidak peduli kalian ingin melaporka kepada siapa! Entah kepada panglima atau raja sekalipun, si Jangoi yang kesaktiannya sudah masyhur hingga ke Kamboja, Brunei, Serawak, dan Sumatera, tengah menunggu di sini"
Si Jangoi,Riau,Panglima Kawal,Ia menghadap ke Panglima Kawal dan menjelaskan kedatangan si Jangoi
Si Jangoi,Riau,Tu,“Kedatangan Tuan ditunggu oleh pemimpin perampok di kapalnya yang bersandar di dermaga” lapor pemimpin hulubalang itu
Si Jangoi,Riau,Panglima Kawal,Panglima Kawal yang menerima laporan itu kemudian mengadakan perundingan bersama orang-orang kepercayaannya
Si Jangoi,Riau,si Jangoi,"Meskipun ia memiliki kesaktian dan tidak takut akan tantangan si Jangoi, panglima ini menginginkan jalan perdamaian daripada pertempuran"
Si Jangoi,Riau,si Jangoi,"Jika si Jangoi bersama kawanan anak buahnya memutuskan untuk menyerang, maka akan ada korban jiwa"
Si Jangoi,Riau,Panglima Kawal,"Keesokan harinya, Panglima Kawal menemui si Jangoi seorang diri tanpa diiringi pengawal ataupun membawa senjata"
Si Jangoi,Riau,si Jangoi,Ia datang ke kapal tempat di mana si Jangoi berada
Si Jangoi,Riau,Panglima Kawal,"Dalam cerita rakyat si Jangoi, ia kagum dengan keberanian Panglima Kawal karena ia berani menemui pimpinan perompak dengan percaya diri"
Si Jangoi,Riau,Panglima Kawal,"Untuk menghormati kedatangan Panglima Kawal, si Jangoi mempersilahkan duduk laki-laki tersebut di kapalnya"
Si Jangoi,Riau,si Jangoi,"Tanpa sepengetahuan sang panglima, ternyata si Jangoi telah melangsungkan rencana jahatnya"
Si Jangoi,Riau,Panglima Kawal,Panglima Kawal mengamati hidangan sirih yang disuguhkan oleh si Jangoi
Si Jangoi,Riau,Panglima Kawal,"Sadar akan rencana jahat yang dimiliki oleh si Jangoi, Panglima Kawal hanya tersenyum dan menolak hidangan sirih itu"
Si Jangoi,Riau,si Jangoi,Penolakan sang panglima tidak membuat si Jangoi merasa tersinggung ataupun sakit hati
Si Jangoi,Riau,Sang,Sang pemimpin perompak kemudian menyuguhkan bakik
Si Jangoi,Riau,Si Jangoi,Si Jangoi telah menempatkan paku-paku beracun ke dalam bakik yang ia sajikan
Si Jangoi,Riau,Panglima Kawal,Panglima Kawal hanya tersenyum dan mengambil bakik suguhan si Jangoi
Si Jangoi,Riau,Sang,Sang panglima memakan bakik yang di dalamnya terdapat paku-paku beracun dengan nikmat
Si Jangoi,Riau,Tuan Jangoi,"Sembari mengunyah, dijelaskan dalam cerita rakyat si Jangoi kalau ia berucap, “Tuan Jangoi, mari makan bakik ini bersama-sama”"
Si Jangoi,Riau,si Jangoi,"Mendengar ajakan sang panglima, si Jangoi merasa kikuk dan bingung"
Si Jangoi,Riau,Panglima Kawal,Ia tidak menyangka bahwa Panglima Kawal akan menyantap bakik dengan tenang
Si Jangoi,Riau,Si Jangoi,Si Jangoi merasa yakin bahwa racun yang ia lumurkan pada paku-paku dalam bakik adalah racun yang sangat mematikan
Si Jangoi,Riau,Panglima Kawal,Panglima Kawal sendiri terlihat baik-baik saja setelah menyantap bakik suguhan si Jangoi
Si Jangoi,Riau,si Jangoi,Ia bahkan kembali membujuk si Jangoi untuk makan bersamanya
Si Jangoi,Riau,Tuan Jangoi,"“Ayolah, Tuan Jangoi"
Si Jangoi,Riau,Si Jangoi,Si Jangoi pun hanya diam dan tersenyum kecil
Si Jangoi,Riau,Panglima Kawal,Kegentaran hati si Jangoi semakin menjadi-jadi ketika melihat Panglima Kawal mematahkan bakik dengan jari-jari tangannya
Si Jangoi,Riau,Panglima Kawal,Si Jangoi merasa tidak berdaya setelah melihat kesaktian yang ditampilkan Panglima Kawal di hadapannya
Si Jangoi,Riau,Tu,"“Ampuni kamu, Tuan"
Si Jangoi,Riau,si Jangoi,"Maafkan atas kelancangan kami,” ucap si Jangoi sembari menghaturkan sembahnya pada sang panglima"
Si Jangoi,Riau,si Jangoi,"“Kami menyerah kalah,” lanjut pimpinan perompak itu dalam cerita rakyat si Jangoi"
Si Jangoi,Riau,Si Jangoi,Si Jangoi akhirnya memutuskan membatalkan niatnya untuk menyerang dan menguasai Negeri Riau
Si Jangoi,Riau,Panglima Kawal,Ia sudah melihat dengan mata kepalanya sendiri kesaktian Panglima Kawal
Si Jangoi,Riau,Panglima Kawal,"Setelah pertemuannya dengan Panglima Kawal, si Jangoi lalu menyuruh anak-anak buahnya untuk segera mempersiapkan kepergian mereka meninggalkan dermaga Negeri Riau"
Si Jangoi,Riau,si Jangoi,"Sebelum rombongan kapalnya benar-benar meninggalkan Negeri Riau, si Jangoi mengambil bakik yang berisi paku-paku beracun"
Si Jangoi,Riau,si Jangoi,"Ia kemudian melemparkan bakik itu ke laut sambil bersumpah, “Kalau bakik ini tidak timbul, aku tak akan datang lagi ke tempat ini!” Tak lama kemudian, bakik yang dilemparkan si Jangoi ternyata tidak muncul ke permukaan air laut"
Si Jangoi,Riau,si Jangoi,"Dengan begitu, si Jangoi lalu memimpin segenap anak buahnya berlayar meninggalkan Negeri Riau"
Si Jangoi,Riau,si Jangoi,"Setelah kepergian si Jangoi dan anak-anak buahnya, Negeri Riau kembali dalam keadaan aman, tenteram, dan damai seperti semula"
Si Jangoi,Riau,si Jangoi,Dikisahkan dalam cerita rakyat si Jangoi kalau tak ada perompak yang berani menginjakkan kaki ke negeri itu seperginya sang pemimpin perompak
Si Jangoi,Riau,Pangeran Kawal,Kabar tentang si Jangoi yang tidak berani melawan Pangeran Kawal tersebar hingga kemana-mana
Si Jangoi,Riau,Panglima Kawal,"Jika si Jangoi yang merupakan perompak terkenal akan kekuatannya saja menyerah, maka sudah pasti kesaktian Panglima Kawal tidak ada banding"
Si Jangoi,Riau,Panglima Kawal,Kehidupan rakyat di Negeri Riau berlangsung dengan damai sampai akhirnya tersiar kabar bahwa Panglima Kawal telah mangkat
Si Jangoi,Riau,Panglima Kawal,Kepergian Panglima Kawal yang merupakan panglima terbaik yang pernah dimiliki Negeri Riau meninggalkan rasa duka yang mendalam
Si Jangoi,Riau,Panglima Kawal,Kabar kematian Panglima Kawal sampai ke telinga si Jangoi
Si Jangoi,Riau,si Jangoi,"Beberapa hari kemudian, kapal yang dinaiksi si Jangoi sampai ke perairan di mana ia dulu pernah bersumpah tak akan menginjakkan kaki ke Negeri Riau lagi"
Si Jangoi,Riau,si Jangoi,"Saat si Jangoi berada di anjungan kapal, ia kemudian tiba-tiba jatuh dan merasa kesakitan"
Si Jangoi,Riau,si Jangoi,"Melihat pemimpin mereka dalam keadaan sakit, anak-anak buah si Jangoi mendatangkan tabib agar bisa mengobati penyakitnya"
Si Jangoi,Riau,si Jangoi,"Namun, tabib yang ahli sekalipun ternyata tidak bisa menyembuhkan penyakit yang diderita si Jangoi"
Si Jangoi,Riau,Tu,Tubuh laki-laki itu semakin hari semakin lemah
Si Jangoi,Riau,Si Jangoi,Si Jangoi lalu mulai berpikir apakah sakitnya berhubungan dengan sumpah yang telah ia langgar
Si Jangoi,Riau,Si Jangoi,Si Jangoi menyesal karena telah melanggar sumpahnya sendiri yang berakibat pada sakit yang ia derita
Si Jangoi,Riau,Si Jangoi,Si Jangoi kemudian berpesan kepada segenap anak buahnya untuk melemparkan jenazahnya ke wilayah perairan itu
Si Jangoi,Riau,si Jangoi,"Setelah mengucapkan pesan itu, si Jangoi menghembuskan napas terakhirnya"
Si Jangoi,Riau,Si Jangoi,"Sesuai dengan pesan terakhirnya, segenap anak buah Si Jangoi menceburkan jenazah pimpinan mereka ke laut tempat ia dulu bersumpah"
Si Jangoi,Riau,si Jangoi,"Tak disangka, sebuah keajaiban terjadi setelah mayat si Jangoi tenggelam ke laut"
Si Jangoi,Riau,Si Jangoi,Para anak buah kapal yang menyaksikan keajaiban itu kemudian menamakan pulau tersebut sebagai Pulau Si Jangoi
Si Jangoi,Riau,si Jangoi,Begitulah cerita rakyat tentang perompak kejam si Jangoi
Putra Lokan,Riau,Sang,Sang raja telah memiliki seorang permaisuri yang begitu dicintainya
Putra Lokan,Riau,ne,"Mendengar penuturan istrinya, sang raja hanya bisa menenangkan hatinya"
Putra Lokan,Riau,Sang,” Sang istri hanya mengangguk mendengar jawaban dari suaminya itu
Putra Lokan,Riau,Raja,Raja pun panik bukan main
Putra Lokan,Riau,Sang,Sang raja awalnya sudah berpikiran yang tidak-tidak mengenai kondisi istrinya
Putra Lokan,Riau,Sang,Sang permaisuri menjalani kehamilannya dengan penuh kebahagiaan
Putra Lokan,Riau,Raja,Raja merasa sangat malu
Putra Lokan,Riau,Raja,Raja kemudian merasa bimbang
Putra Lokan,Riau,Raja,Raja yang saat itu masih bingung tentu sangat mudah untuk dipengaruhi
Putra Lokan,Riau,ne,"Saat sedang menangis, kemudian ada seorang nenek yang menghampirinya"
Putra Lokan,Riau,nek Kebayan,Namanya nenek Kebayan
Putra Lokan,Riau,ne,"Karena tak tega membiarkan permaisuri sendirian, sang nenek lalu mengajaknya tinggal bersama"
Putra Lokan,Riau,nek Kebayan,Rumah nenek Kebayan hanyalah sebuah gubuk yang kecil dan sempit
Putra Lokan,Riau,nek Kebayan,Sang permaisuri masih tinggal di gubuk kecil dengan nenek Kebayan
Putra Lokan,Riau,nek Kebayan,Permaisuri dan nenek Kebayan tentu saja pada awalnya merasa takut
Putra Lokan,Riau,ne,"Meskipun awalnya tidak percaya, permaisuri akhirnya bisa menerimanya juga"
Putra Lokan,Riau,Per,Permaisuri dan pangeran kemudian menyewa sebuah rumah di pinggir kota
Putra Lokan,Riau,Pangeran Lokan,Pangeran Lokan kemudian juga menyamar sebagai pedagang keliling supaya bisa berjalan dengan bebas dan tidak dicurigai
Putra Lokan,Riau,Pangeran Lokan,"Setelah mendapatkan berita tersebut, Pangeran Lokan kemudian menyampaikannya kepada ibunya"
Putra Lokan,Riau,Pangeran Lokan,"Maka dari itu, Pangeran Lokan berusaha mengatur strategi untuk segera membebaskan ayahnya"
Putra Lokan,Riau,Pangeran Lokan,Pangeran Lokan berhari-hari berusaha untuk menemukan lokasi di mana sumur beracun berada
Putra Lokan,Riau,Sang,Sang raja lagi-lagi terkejut saat melihat istrinya yang telah dibuangnya 18 tahun lalu
Putra Lokan,Riau,Raja,Raja tentu saja bahagia ketika mengetahui kalau pemuda tampan dan gagah yang telah menolongnya tersebut adalah anak kandungnya
Putra Lokan,Riau,Raja,Raja mungkin tidak bisa mengembalikan keadaan keadaan seperti semula
Putra Lokan,Riau,Putra Lokan,Permaisuri dan Putra Lokan tentu memaafkaanya
Putra Lokan,Riau,nek Kebayan,Keduanya juga tidak lupa untuk menjemput nenek Kebayan dan mengajaknya untuk tinggal bersama di istana
Legenda Putri Pandan Berduri,Riau,Batin Lagoi,"Orang yang memimpin suku tersebut adalah Batin Lagoi yang terkenal baik hati, adil, dan ramah"
Legenda Putri Pandan Berduri,Riau,Batin Lagoi,"“Anak siapa ini? Orang tua mana yang tega meninggalkan bayi di antara semak-semak pandan,” ucap Batin Lagoi dalam hati"
Legenda Putri Pandan Berduri,Riau,Putri Pandan Berduri,Bayi bernama Putri Pandan Berduri ini ia rawat dengan sepenuh hati
Legenda Putri Pandan Berduri,Riau,Batin Lagoi,Batin Lagoi menganggapnya seperti anak sendiri
Legenda Putri Pandan Berduri,Riau,Putri Pandan Berduri,Putri Pandan Berduri pun sudah semakin dewasa
Legenda Putri Pandan Berduri,Riau,Batin Lagoi,"Sebab, Batin Lagoi ingin putrinya kelak memiliki suami seorang anak raja atau bangsawan"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Pada suatu hari, ada seorang bangsawan muda bernama Jenang Perkasa yang berlabuh di Pulau Bintan"
Legenda Putri Pandan Berduri,Riau,Julela,"Penyebabnya adalah karena hubungan dengan kakaknya, Julela, sedang tak baik"
Legenda Putri Pandan Berduri,Riau,Sang,Sang raja mendidik kedua anaknya agar saling membantu dan menghormati sedari kecil
Legenda Putri Pandan Berduri,Riau,Julela,"Sayangnya, saat beranjak dewasa, sifat Julela berubah"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Apalagi, Julela kerap memaki Jenang Perkasa"
Legenda Putri Pandan Berduri,Riau,Jenang,"“Hai, Jenang Bodoh! Aku ini pemimpin di sini! Kau harus mematuhi segala keinginanku"
Legenda Putri Pandan Berduri,Riau,Julela,"Jika tidak, siap-siap kau pergi dari sini!” ucap Julela dengan kasar"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Para rakyat mengenal Jenang Perkasa sebagai pria yang baik hati, adil, dan suka menolong"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Mengetahui bahwa adiknya bersikap baik pada rakyat, Julela langsung memaki Jenang Perkasa"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,“Tak seharusnya kau berbuat baik pada mereka! Lebih baik kau tak usah lagi berbaur dengan para rakyat!” Jenang Perkasa tak kuasa melawan
Legenda Putri Pandan Berduri,Riau,Jenang,"Alhasil, Jenang memutuskan untuk melarikan diri"
Legenda Putri Pandan Berduri,Riau,Batin Lagoi,Sikapnya tersebut ternyata terdengar sampai telinga Batin Lagoi
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Karenanya, ia mengundang Jenang Perkasa dalam acara perjamuan makan malam"
Legenda Putri Pandan Berduri,Riau,Batin Lagoi,Batin Lagoi bahkan sangat terkesima dengan sopan santun dari pemuda ini
Legenda Putri Pandan Berduri,Riau,Batin Lagoi,"Apalagi, wajahnya sangat rupawan,” ucap Batin Lagoi dalam hati"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Namun, Batin Lagoi menahan Jenang Perkasa"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Sebenarnya, Jenang Perkasa merasa cemas"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Tak berselang lama, Batin Lagoi menghampirinya, “Wahai Jenang Perkasa! Aku sangat terkesan dan kagum dengan keelokan budi pekertimu"
Legenda Putri Pandan Berduri,Riau,Batin Lagoi,"Dari mana sebenarnya kau berasal? Kau tampak seperti anak bangsawan,” tanya Batin Lagoi"
Legenda Putri Pandan Berduri,Riau,Tuan Batin Lagoi,"“Wahai, Tuan Batin Lagoi"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Sungguh aku terpukau dengan kebaikan hatimu,” ucap Batin Lagoi memuji Jenang Perkasa"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Setelah berbicara banyak hal, Batin Lagoi semakin menyukai kepribadian Jenang Perkasa"
Legenda Putri Pandan Berduri,Riau,Putri Pandan Berduri,Ia pun ingin menjadikannya sebagai suami dari Putri Pandan Berduri
Legenda Putri Pandan Berduri,Riau,Batin Lagoi,Maukah kau kunikahkan dengan putriku?” tanya Batin Lagoi
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"“Dengan segala kerendahan hati, saya bersedia menerima putri Tuan sebagai istri saya,” jawab Jenang Perkasa dengan sopan"
Legenda Putri Pandan Berduri,Riau,Putri Pandan Berduri,"Seminggu kemudian, Batin Lagoi menikahkan Jenang Perkasa dan Putri Pandan Berduri"
Legenda Putri Pandan Berduri,Riau,Batin Lagoi,"Tak berselang lama, Batin Lagoi mengangkat menantunya yang bijaksana itu sebagai pemimpin Bintan, menggantikan dirinya"
Legenda Putri Pandan Berduri,Riau,Batin Lagoi,Batin Lagoi percaya bila menantunya bisa memimpin rakyat dengan baik
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Benar saja, Jenang Perkasa bisa memimpin rakyatnya dengan sangat adil dan bijaksana"
Legenda Putri Pandan Berduri,Riau,Putri Pandan Berduri,Hal itu membuat Batin Lagoi dan Putri Pandan Berduri bangga dengan Jenang Perkasa
Legenda Putri Pandan Berduri,Riau,Batin Lagoi,"Kau bisa menjaga kesejahteraan di negeri Bintan ini,” ucap Batin Lagoi"
Legenda Putri Pandan Berduri,Riau,Adinda,Adinda bangga karena telah memilihmu sebagai suamiku
Legenda Putri Pandan Berduri,Riau,Putri Pandan Berduri,"Meski kau bukanlah dari bangsawan, tapi jiwa kepemimpinanmu sangat hebat,” imbuh Putri Pandan Berduri"
Legenda Putri Pandan Berduri,Riau,Ayah,“Terimakasih Ayah dan Istriku
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Aku jugalah merasa terhormat bisa memimpin rakyat di negeri ini dengan baik,” ucap Jenang Perkasa"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Pada saat malam tiba, ketika semua telah tertidur, Jenang Perkasa duduk seorang diri"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"“Tapi, bagaimana kalau mereka murka kepadaku? Aku telah berbohong selama ini,” resah Jenang Perkasa"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Meski telah berpikir lama, Jenang Perkasa tak kunjung menemukan solusi atas keraguannya"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Di sisi lain, masyarakat Pulau Galang mendengar kabar bila Jenang Perkasa telah memimpin Pulau Bintan dengan baik"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,Mereka hendak meminta Jenang Perkasa kembali ke Pulau Galang
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"“Tuanku, Jenang Perkasa, tolonglah rakyat Pulau Galang"
Legenda Putri Pandan Berduri,Riau,Tuan Julela,Tuan Julela sangatlah sombong dan kikir
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Aku tak ingin menimbulkan keributan,” ucap Jenang Perkasa dengan bijaksana"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Setelah bujuk rayu yang cukup lama, Jenang Perkasa tetap bersikukuh tak ingin kembali ke Pulau Galang"
Legenda Putri Pandan Berduri,Riau,Jenang,Para warga pun akhirnya memahami maksud Jenang
Legenda Putri Pandan Berduri,Riau,Putri Pandan Berduri,Kedatangan para warga Pulau Galang terdengar oleh Batin Lagoi dan Putri Pandan Berduri
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Pada akhirnya, Jenang Perkasa menjelaskan bahwa selama ini ia memang tak ingin menunjukkan identitas aslinya sebagai bangsawan"
Legenda Putri Pandan Berduri,Riau,Batin Lagoi,"Mendengar penjelasan menantunya, Batin Lagoi pun memakluminya"
Legenda Putri Pandan Berduri,Riau,Jenang,"“Tak mengapa, Jenang! Aku bisa memaklumi kenapa kamu berbohong selama ini"
Legenda Putri Pandan Berduri,Riau,Batin Lagoi,"Yang terpenting adalah kamu selalu bersikap baik pada rakyat dan istrimu,” ucap Batin Lagoi"
Legenda Putri Pandan Berduri,Riau,Ayah,"“Terima kasih, Ayah! Saya sangat bersyukur bisa mendapatkan mertua dan istri sebaik kalian"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Tuhan memang Maha Adil dan Penyayang,” ucap Jenang Perkasa"
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Pada akhirnya, Jenang Perkasa tetap tinggal di Pulau Bintan"
Legenda Putri Pandan Berduri,Riau,Putri Pandan Berduri,"Ia hidup berbahagia dengan Putri Pandan Berduri, ayah mertua, dan para rakyat"
Legenda Putri Pandan Berduri,Riau,Putri Pandan,Jenang dan Putri Pandan kemudia dikarunia tiga putra
Legenda Putri Pandan Berduri,Riau,Batin Mantang,"Mereka adalah Batin Mantang, Batin Mapoi, dan Batin Kelong"
Legenda Putri Pandan Berduri,Riau,Putri Pandan berduri,Jenang Perkasa dan Putri Pandan berduri mendidik ketiga anaknya dengan baik
Legenda Putri Pandan Berduri,Riau,Jenang Perkasa,"Batin Mantang hijrah ke bagian utara Pulau Bintan, Batin Mapoi ke arah barat, dan Batin Kelong kelak akan menggantikan Jenang Perkasa"
